t,b,s,h,l,v
1580005865,8322.57,8323.16,8420,8282.25,22176.007431
1580005865,8322.57,8323.14,8420,8282.25,22175.842053
1580005865,8322.57,8323.14,8420,8282.25,22175.842053
1580005865,8322.57,8323.14,8420,8282.25,22175.842053
1580005865,8322.57,8323.14,8420,8282.25,22175.842053
1580005865,8322.57,8323.14,8420,8282.25,22175.842053
1580005866,8322.58,8323.14,8420,8282.25,22175.842053
1580005866,8322.58,8323.14,8420,8282.25,22175.842053
1580005866,8322.58,8323.14,8420,8282.25,22175.842053
1580005866,8322.58,8323.14,8420,8282.25,22175.842053
1580005866,8322.58,8323.14,8420,8282.25,22175.842053
1580005867,8322.59,8323.16,8420,8282.25,22175.596318
1580005867,8322.59,8323.15,8420,8282.25,22175.593911
1580005867,8322.59,8323.15,8420,8282.25,22175.593911
1580005867,8322.59,8323.16,8420,8282.25,22175.593911
1580005867,8322.58,8323.15,8420,8282.25,22175.593911
1580005867,8322.58,8323.01,8420,8282.25,22175.591504
1580005868,8322.57,8323.8,8420,8282.25,22175.735512
1580005868,8322.6,8323.8,8420,8282.25,22175.550293
1580005868,8322.66,8323.8,8420,8282.25,22175.550293
1580005868,8322.67,8323.8,8420,8282.25,22175.550293
1580005868,8322.67,8323.8,8420,8282.25,22175.550293
1580005868,8322.67,8323.8,8420,8282.25,22175.550293
1580005868,8322.67,8323.8,8420,8282.25,22175.550293
1580005868,8322.67,8323.8,8420,8282.25,22175.550293
1580005869,8322.67,8323.8,8420,8282.25,22175.546469
1580005870,8322.69,8323.8,8420,8282.25,22175.547869
1580005870,8322.69,8323.79,8420,8282.25,22175.547869
1580005870,8322.69,8323.79,8420,8282.25,22175.547869
1580005870,8322.69,8323.78,8420,8282.25,22175.547869
1580005870,8322.69,8323.77,8420,8282.25,22175.547869
1580005870,8322.69,8323.73,8420,8282.25,22175.618086
1580005870,8322.69,8323.79,8420,8282.25,22175.618086
1580005870,8322.69,8323.78,8420,8282.25,22175.618086
1580005870,8322.67,8323.73,8420,8282.25,22175.618086
1580005871,8322.56,8323.68,8420,8282.25,22175.618086
1580005871,8322.56,8323.63,8420,8282.25,22175.618086
1580005871,8322.56,8323.58,8420,8282.25,22175.618086
1580005871,8322.56,8323.6,8420,8282.25,22175.618086
1580005871,8322.56,8323.65,8420,8282.25,22175.618086
1580005871,8322.57,8323.63,8420,8282.25,22175.618086
1580005871,8322.59,8323.63,8420,8282.25,22175.618086
1580005872,8322.61,8323.63,8420,8282.25,22175.618086
1580005872,8322.62,8323.63,8420,8282.25,22175.618086
1580005872,8322.64,8323.65,8420,8282.25,22175.89231
1580005872,8322.65,8323.79,8420,8282.25,22175.89231
1580005872,8322.66,8323.79,8420,8282.25,22175.749221
1580005872,8322.66,8323.79,8420,8282.25,22175.749221
1580005872,8322.66,8323.79,8420,8282.25,22175.749221
1580005872,8322.66,8323.8,8420,8282.25,22175.749221
1580005872,8322.66,8323.8,8420,8282.25,22175.749221
1580005872,8322.66,8323.8,8420,8282.25,22175.749221
1580005872,8322.66,8323.8,8420,8282.25,22175.749221
1580005873,8322.68,8323.8,8420,8282.25,22175.749221
1580005873,8322.66,8323.8,8420,8282.25,22175.747867
1580005873,8322.66,8323.8,8420,8282.25,22175.747867
1580005874,8322.65,8323.65,8420,8282.25,22175.747867
1580005874,8322.58,8323.62,8420,8282.25,22175.747867
1580005874,8322.58,8323.61,8420,8282.25,22175.747867
1580005874,8322.58,8323.57,8420,8282.25,22175.747867
1580005874,8322.59,8323.51,8420,8282.25,22175.747867
1580005874,8322.59,8323.51,8420,8282.25,22175.750528
1580005874,8322.6,8323.54,8420,8282.25,22175.750528
1580005875,8322.61,8323.8,8420,8282.25,22175.750528
1580005875,8322.63,8323.5,8420,8282.25,22175.576208
1580005875,8322.6,8323.5,8420,8282.25,22175.576208
1580005875,8322.61,8323.5,8420,8282.25,22175.576208
1580005875,8322.62,8323.5,8420,8282.25,22175.576208
1580005875,8322.63,8323.5,8420,8282.25,22175.576208
1580005875,8322.64,8323.5,8420,8282.25,22175.576208
1580005875,8322.65,8323.5,8420,8282.25,22175.617623
1580005875,8322.65,8323.5,8420,8282.25,22175.617623
1580005875,8322.65,8323.5,8420,8282.25,22175.617623
1580005875,8322.65,8323.5,8420,8282.25,22175.617623
1580005875,8322.65,8323.5,8420,8282.25,22175.617623
1580005876,8322.65,8323.49,8420,8282.25,22175.617623
1580005876,8322.65,8323.48,8420,8282.25,22175.618944
1580005876,8322.65,8323.5,8420,8282.25,22175.618944
1580005876,8322.66,8323.5,8420,8282.25,22175.618944
1580005876,8322.67,8323.5,8420,8282.25,22175.616022
1580005876,8322.67,8323.5,8420,8282.25,22175.616022
1580005876,8322.67,8323.5,8420,8282.25,22175.616022
1580005876,8322.67,8323.5,8420,8282.25,22175.616022
1580005877,8322.59,8323.5,8420,8282.25,22175.616022
1580005877,8322.58,8323.63,8420,8282.25,22175.601377
1580005878,8322.58,8323.63,8420,8282.25,22175.298289
1580005878,8322.58,8323.63,8420,8282.25,22175.299525
1580005878,8322.59,8323.63,8420,8282.25,22175.299525
1580005878,8322.59,8323.63,8420,8282.25,22175.299525
1580005878,8322.59,8323.63,8420,8282.25,22175.280883
1580005878,8322.6,8323.63,8420,8282.25,22175.280883
1580005879,8322.61,8323.61,8420,8282.25,22175.268859
1580005879,8322.62,8323.63,8420,8282.25,22175.303749
1580005879,8322.62,8323.63,8420,8282.25,22175.303749
1580005879,8322.63,8323.63,8420,8282.25,22175.303749
1580005879,8322.64,8323.63,8420,8282.25,22175.303749
1580005879,8322.63,8323.63,8420,8282.25,22175.191663
1580005880,8322.58,8323.53,8420,8282.25,22175.191663
1580005880,8322.58,8323.5,8420,8282.25,22175.191663
1580005880,8322.58,8323.47,8420,8282.25,22175.191663
1580005880,8322.58,8323.43,8420,8282.25,22175.191663
1580005880,8322.6,8323.42,8420,8282.25,22175.191663
1580005880,8322.61,8323.48,8420,8282.25,22175.191663
1580005880,8322.62,8323.48,8420,8282.25,22175.191663
1580005880,8322.63,8323.48,8420,8282.25,22175.191663
1580005880,8322.63,8323.48,8420,8282.25,22175.191663
1580005880,8322.63,8323.48,8420,8282.25,22175.191663
1580005881,8322.64,8323.57,8420,8282.25,22175.392275
1580005881,8322.65,8323.57,8420,8282.25,22175.392275
1580005881,8322.67,8323.57,8420,8282.25,22175.392275
1580005881,8322.69,8323.57,8420,8282.25,22175.392275
1580005881,8322.73,8323.57,8420,8282.25,22175.197933
1580005881,8322.74,8323.57,8420,8282.25,22175.197933
1580005881,8322.74,8323.57,8420,8282.25,22175.197933
1580005881,8322.74,8323.57,8420,8282.25,22175.197933
1580005882,8322.74,8323.57,8420,8282.25,22175.194963
1580005882,8322.74,8323.56,8420,8282.25,22175.194963
1580005882,8322.74,8323.57,8420,8282.25,22175.194963
1580005882,8322.74,8323.57,8420,8282.25,22175.194963
1580005882,8322.74,8323.56,8420,8282.25,22175.194963
1580005882,8322.74,8323.55,8420,8282.25,22175.194963
1580005882,8322.75,8323.55,8420,8282.25,22175.194963
1580005883,8322.75,8323.56,8420,8282.25,22175.194963
1580005883,8322.77,8323.55,8420,8282.25,22175.194963
1580005883,8322.77,8323.51,8420,8282.25,22175.194963
1580005883,8322.77,8323.55,8420,8282.25,22175.194963
1580005883,8322.78,8323.8,8420,8282.25,22175.194963
1580005883,8322.77,8323.79,8420,8282.25,22175.194963
1580005884,8322.77,8323.58,8420,8282.25,22175.196414
1580005884,8322.77,8323.22,8420,8282.25,22175.299782
1580005884,8322.77,8323.21,8420,8282.25,22175.299782
1580005884,8322.77,8323.12,8420,8282.25,22175.299782
1580005884,8322.77,8323.07,8420,8282.25,22175.299782
1580005885,8322.78,8323.23,8420,8282.25,22175.299782
1580005885,8322.79,8323.23,8420,8282.25,22175.299782
1580005885,8322.79,8323.23,8420,8282.25,22175.299782
1580005885,8322.79,8323.23,8420,8282.25,22175.370915
1580005885,8322.82,8323.23,8420,8282.25,22175.370915
1580005885,8322.82,8323.22,8420,8282.25,22175.370915
1580005885,8322.79,8323.23,8420,8282.25,22175.377518
1580005885,8322.82,8323.22,8420,8282.25,22175.377518
1580005886,8322.82,8323.23,8420,8282.25,22175.377518
1580005886,8322.79,8323.23,8420,8282.25,22175.377518
1580005886,8322.85,8323.23,8420,8282.25,22175.377518
1580005886,8322.92,8323.23,8420,8282.25,22175.377518
1580005886,8322.98,8323.23,8420,8282.25,22175.377518
1580005886,8323.03,8323.22,8420,8282.25,22175.577504
1580005887,8323.22,8323.23,8420,8282.25,22175.572531
1580005887,8323.22,8323.23,8420,8282.25,22175.572531
1580005887,8323.15,8323.23,8420,8282.25,22175.572531
1580005887,8323.17,8323.23,8420,8282.25,22175.572531
1580005887,8323.17,8323.23,8420,8282.25,22175.572531
1580005887,8323.17,8323.23,8420,8282.25,22175.572531
1580005887,8323.17,8323.23,8420,8282.25,22175.572531
1580005888,8323.17,8323.22,8420,8282.25,22175.458648
1580005888,8323.18,8323.22,8420,8282.25,22175.478729
1580005888,8323.19,8323.22,8420,8282.25,22175.478729
1580005888,8323.19,8323.22,8420,8282.25,22175.478729
1580005888,8323.2,8323.22,8420,8282.25,22175.478729
1580005888,8323.2,8323.22,8420,8282.25,22175.478729
1580005888,8323.19,8323.22,8420,8282.25,22175.478729
1580005888,8323.19,8323.22,8420,8282.25,22175.478729
1580005888,8323.19,8323.22,8420,8282.25,22175.478729
1580005888,8323.19,8323.22,8420,8282.25,22175.478729
1580005888,8323.19,8323.22,8420,8282.25,22175.478729
1580005888,8323.19,8323.22,8420,8282.25,22175.478729
1580005888,8323.19,8323.22,8420,8282.25,22175.478729
1580005888,8323.19,8323.22,8420,8282.25,22175.478729
1580005888,8323.19,8323.22,8420,8282.25,22175.478729
1580005890,8323.2,8323.22,8420,8282.25,22175.535154
1580005890,8323.2,8323.22,8420,8282.25,22175.535154
1580005890,8323.2,8323.22,8420,8282.25,22175.535154
1580005890,8323.2,8323.22,8420,8282.25,22175.535154
1580005890,8323.2,8323.22,8420,8282.25,22175.535154
1580005890,8323.2,8323.22,8420,8282.25,22175.535154
1580005890,8323.21,8324.7,8420,8282.25,22175.395975
1580005890,8323.21,8324.7,8420,8282.25,22175.395975
1580005890,8323.21,8324.7,8420,8282.25,22175.395975
1580005890,8323.21,8324.7,8420,8282.25,22175.395975
1580005890,8323.21,8324.7,8420,8282.25,22175.395975
1580005890,8323.21,8324.7,8420,8282.25,22175.395975
1580005890,8323.21,8324.7,8420,8282.25,22175.395975
1580005890,8323.21,8324.7,8420,8282.25,22175.395975
1580005890,8323.21,8324.7,8420,8282.25,22175.395975
1580005890,8323.21,8324.7,8420,8282.25,22175.395975
1580005892,8323.21,8324.7,8420,8282.25,22175.390133
1580005892,8323.21,8324.7,8420,8282.25,22175.390133
1580005892,8323.21,8324.69,8420,8282.25,22175.390133
1580005892,8323.2,8324.62,8420,8282.25,22175.52265
1580005893,8323.2,8324.62,8420,8282.25,22175.519893
1580005893,8323.19,8324.56,8420,8282.25,22175.111893
1580005893,8323.19,8324.51,8420,8282.25,22174.80622
1580005893,8323.19,8324.45,8420,8282.25,22174.80622
1580005893,8323.19,8324.39,8420,8282.25,22174.80622
1580005893,8323.19,8324.33,8420,8282.25,22174.80622
1580005893,8323.19,8324.29,8420,8282.25,22174.80622
1580005893,8323.19,8324.23,8420,8282.25,22174.80622
1580005893,8323.19,8324.18,8420,8282.25,22174.80622
1580005894,8323.19,8324.02,8420,8282.25,22174.799336
1580005895,8323.23,8323.84,8420,8282.25,22174.801739
1580005895,8323.34,8324.61,8420,8282.25,22174.803284
1580005895,8323.34,8324.61,8420,8282.25,22174.803284
1580005895,8323.34,8324.61,8420,8282.25,22174.803284
1580005895,8323.34,8324.61,8420,8282.25,22174.803284
1580005895,8323.34,8324.61,8420,8282.25,22174.803284
1580005895,8323.4,8324.61,8420,8282.25,22174.800528
1580005896,8323.3,8324.59,8420,8282.25,22175.197632
1580005896,8323.31,8324.59,8420,8282.25,22175.196193
1580005896,8323.31,8324.59,8420,8282.25,22175.196193
1580005896,8323.35,8324.7,8420,8282.25,22175.196193
1580005896,8323.36,8324.61,8420,8282.25,22175.196193
1580005896,8323.36,8324.59,8420,8282.25,22175.196193
1580005896,8323.36,8324.59,8420,8282.25,22175.336319
1580005897,8323.29,8324.54,8420,8282.25,22175.336319
1580005897,8323.19,8324.48,8420,8282.25,22175.381447
1580005897,8323.19,8324.41,8420,8282.25,22175.425994
1580005897,8323.2,8324.41,8420,8282.25,22175.451922
1580005897,8323.2,8324.39,8420,8282.25,22175.451922
1580005897,8323.2,8324.37,8420,8282.25,22175.451922
1580005897,8323.2,8324.35,8420,8282.25,22175.451922
1580005898,8323.2,8324.34,8420,8282.25,22175.451922
1580005898,8323.2,8324.33,8420,8282.25,22175.451922
1580005898,8323.2,8324.33,8420,8282.25,22175.332714
1580005898,8323.2,8324.32,8420,8282.25,22175.332714
1580005898,8323.2,8324.32,8420,8282.25,22175.332714
1580005898,8323.2,8324.32,8420,8282.25,22175.332714
1580005898,8323.26,8324.31,8420,8282.25,22175.334105
1580005898,8323.26,8324.3,8420,8282.25,22175.334105
1580005898,8323.32,8324.68,8420,8282.25,22175.334105
1580005899,8323.32,8324.66,8420,8282.25,22175.334105
1580005899,8323.32,8324.64,8420,8282.25,22175.334105
1580005899,8323.32,8324.62,8420,8282.25,22175.334105
1580005899,8323.32,8324.61,8420,8282.25,22175.334105
1580005899,8323.32,8324.58,8420,8282.25,22175.334105
1580005899,8323.33,8324.58,8420,8282.25,22175.334105
1580005899,8323.33,8324.58,8420,8282.25,22175.334105
1580005899,8323.39,8324.7,8420,8282.25,22175.334105
1580005899,8323.45,8324.7,8420,8282.25,22175.336508
1580005900,8323.53,8324.7,8420,8282.25,22175.336508
1580005900,8323.61,8324.7,8420,8282.25,22175.336508
1580005900,8323.69,8324.7,8420,8282.25,22175.336508
1580005900,8323.84,8324.7,8420,8282.25,22175.338911
1580005900,8323.91,8324.7,8420,8282.25,22175.360488
1580005900,8323.98,8324.7,8420,8282.25,22175.360488
1580005900,8324.05,8324.7,8420,8282.25,22175.360488
1580005900,8324.12,8326,8420,8282.25,22174.856471
1580005900,8324.15,8325.96,8420,8282.25,22174.856471
1580005901,8324.16,8325.92,8420,8282.25,22174.856471
1580005901,8324.16,8325.82,8420,8282.25,22174.856471
1580005901,8324.16,8325.73,8420,8282.25,22174.856471
1580005901,8324.16,8325.62,8420,8282.25,22174.856471
1580005901,8324.18,8325.52,8420,8282.25,22174.856471
1580005901,8324.19,8325.52,8420,8282.25,22174.856471
1580005901,8324.2,8325.52,8420,8282.25,22174.856471
1580005901,8324.21,8325.49,8420,8282.25,22174.856471
1580005901,8324.16,8325.44,8420,8282.25,22174.856471
1580005902,8324.16,8325.37,8420,8282.25,22174.856471
1580005902,8324.18,8325.3,8420,8282.25,22174.856471
1580005902,8324.18,8325.2,8420,8282.25,22174.856471
1580005902,8324.18,8325.15,8420,8282.25,22174.855118
1580005902,8324.2,8325.12,8420,8282.25,22174.929724
1580005902,8324.18,8325.11,8420,8282.25,22174.929724
1580005902,8324.16,8325.1,8420,8282.25,22175.022812
1580005902,8324.18,8325.66,8420,8282.25,22175.022812
1580005902,8324.18,8325.66,8420,8282.25,22175.022812
1580005903,8324.21,8325.65,8420,8282.25,22175.022812
1580005903,8324.21,8325.64,8420,8282.25,22175.022812
1580005903,8324.22,8325.62,8420,8282.25,22174.673701
1580005903,8324.23,8325.61,8420,8282.25,22174.673701
1580005903,8324.23,8325.58,8420,8282.25,22174.673701
1580005903,8324.23,8325.55,8420,8282.25,22174.673701
1580005903,8324.23,8325.53,8420,8282.25,22174.673701
1580005903,8324.23,8325.48,8420,8282.25,22174.673701
1580005904,8324.23,8325.44,8420,8282.25,22174.673701
1580005904,8324.23,8325.42,8420,8282.25,22174.646771
1580005904,8324.23,8325.4,8420,8282.25,22174.646771
1580005904,8324.23,8325.39,8420,8282.25,22174.646771
1580005904,8324.23,8325.38,8420,8282.25,22174.646771
1580005904,8324.23,8325.38,8420,8282.25,22174.646771
1580005904,8324.23,8325.38,8420,8282.25,22174.6481
1580005904,8324.23,8325.38,8420,8282.25,22174.6481
1580005904,8324.23,8325.38,8420,8282.25,22174.6481
1580005904,8324.23,8325.38,8420,8282.25,22174.6481
1580005904,8324.23,8325.38,8420,8282.25,22174.6481
1580005905,8324.18,8325.33,8420,8282.25,22174.6481
1580005905,8324.18,8325.28,8420,8282.25,22174.6481
1580005905,8324.18,8325.21,8420,8282.25,22174.412216
1580005905,8324.18,8325.13,8420,8282.25,22174.412216
1580005905,8324.18,8325,8420,8282.25,22174.378633
1580005905,8324.18,8324.94,8420,8282.25,22174.378633
1580005906,8324.18,8324.87,8420,8282.25,22174.378633
1580005906,8324.2,8324.82,8420,8282.25,22174.378633
1580005906,8324.2,8324.78,8420,8282.25,22174.378633
1580005906,8324.2,8324.72,8420,8282.25,22174.378633
1580005906,8324.2,8324.72,8420,8282.25,22174.378633
1580005906,8324.2,8324.67,8420,8282.25,22174.378633
1580005906,8324.2,8324.66,8420,8282.25,22174.378633
1580005906,8324.2,8324.61,8420,8282.25,22174.66891
1580005906,8324.2,8324.6,8420,8282.25,22174.66891
1580005906,8324.2,8324.73,8420,8282.25,22174.641926
1580005907,8324.24,8324.72,8420,8282.25,22174.641926
1580005907,8324.2,8324.71,8420,8282.25,22174.641926
1580005907,8324.18,8324.69,8420,8282.25,22174.912589
1580005907,8324.18,8324.67,8420,8282.25,22174.912589
1580005907,8324.18,8324.65,8420,8282.25,22174.772478
1580005907,8324.18,8324.63,8420,8282.25,22174.772478
1580005907,8324.18,8324.61,8420,8282.25,22174.772478
1580005907,8324.18,8324.59,8420,8282.25,22174.772478
1580005908,8324.22,8324.77,8420,8282.25,22174.772478
1580005908,8324.25,8324.76,8420,8282.25,22174.772478
1580005908,8324.18,8324.75,8420,8282.25,22174.772478
1580005908,8324.18,8324.75,8420,8282.25,22174.771037
1580005908,8324.18,8324.75,8420,8282.25,22174.771037
1580005908,8324.18,8324.75,8420,8282.25,22174.771037
1580005908,8324.18,8324.75,8420,8282.25,22174.771037
1580005909,8324.18,8324.75,8420,8282.25,22174.771037
1580005909,8324.18,8324.75,8420,8282.25,22174.771037
1580005909,8324.18,8324.75,8420,8282.25,22174.771037
1580005909,8324.18,8324.75,8420,8282.25,22174.771037
1580005910,8324.18,8324.75,8420,8282.25,22174.297264
1580005910,8324.18,8324.75,8420,8282.25,22174.297264
1580005910,8324.22,8324.92,8420,8282.25,22174.297264
1580005910,8324.27,8324.92,8420,8282.25,22174.297264
1580005910,8324.27,8324.9,8420,8282.25,22174.297264
1580005910,8324.27,8324.88,8420,8282.25,22174.297264
1580005910,8324.27,8324.86,8420,8282.25,22174.297264
1580005911,8324.27,8324.8,8420,8282.25,22174.298681
1580005911,8324.27,8324.75,8420,8282.25,22174.298681
1580005911,8324.27,8324.67,8420,8282.25,22174.298681
1580005911,8324.27,8324.61,8420,8282.25,22174.298681
1580005911,8324.27,8324.56,8420,8282.25,22174.28216
1580005911,8324.27,8324.51,8420,8282.25,22174.28216
1580005911,8324.27,8324.46,8420,8282.25,22174.28216
1580005911,8324.18,8324.41,8420,8282.25,22174.479813
1580005912,8324.18,8324.34,8420,8282.25,22174.144718
1580005912,8324.18,8324.34,8420,8282.25,22174.144718
1580005912,8324.22,8324.34,8420,8282.25,22174.144718
1580005912,8324.18,8324.84,8420,8282.25,22174.144718
1580005912,8324.18,8324.76,8420,8282.25,22174.144718
1580005912,8324.18,8324.69,8420,8282.25,22174.144718
1580005913,8324.18,8324.47,8420,8282.25,22174.144718
1580005913,8324.19,8324.46,8420,8282.25,22174.144718
1580005913,8324.19,8324.45,8420,8282.25,22174.144718
1580005913,8324.19,8324.45,8420,8282.25,22174.144718
1580005913,8324.19,8324.45,8420,8282.25,22174.144718
1580005913,8324.19,8324.45,8420,8282.25,22174.144718
1580005913,8324.23,8324.64,8420,8282.25,22174.144718
1580005914,8324.26,8324.91,8420,8282.25,22174.144718
1580005914,8324.26,8324.91,8420,8282.25,22174.144718
1580005914,8324.26,8324.91,8420,8282.25,22173.658537
1580005914,8324.31,8324.91,8420,8282.25,22173.658537
1580005914,8324.35,8324.9,8420,8282.25,22173.658537
1580005914,8324.42,8324.9,8420,8282.25,22173.638468
1580005914,8324.42,8324.88,8420,8282.25,22173.6292
1580005914,8324.48,8324.9,8420,8282.25,22173.617171
1580005914,8324.51,8324.9,8420,8282.25,22173.617171
1580005915,8324.52,8324.9,8420,8282.25,22173.609142
1580005915,8324.56,8324.9,8420,8282.25,22173.609142
1580005915,8324.53,8324.89,8420,8282.25,22173.609142
1580005915,8324.57,8324.88,8420,8282.25,22173.609142
1580005915,8324.57,8324.88,8420,8282.25,22173.609142
1580005915,8324.44,8324.88,8420,8282.25,22173.609142
1580005915,8324.44,8324.87,8420,8282.25,22173.609142
1580005915,8324.44,8324.86,8420,8282.25,22173.609142
1580005915,8324.44,8324.85,8420,8282.25,22173.617971
1580005915,8324.44,8324.85,8420,8282.25,22173.617971
1580005916,8324.44,8324.8,8420,8282.25,22173.515073
